ymd,data
2018/1/1,51.9908
2018/1/2,55.6996
2018/1/3,54.922
2018/1/4,53.7763
2018/1/5,67.6845
2018/1/6,63.9147
2018/1/7,54.8806
2018/1/8,56.7851
2018/1/9,52.4522
2018/1/10,51.5268
2018/1/11,51.9965
2018/1/12,50.6817
2018/1/13,51.5961
2018/1/14,51.327
2018/1/15,55.3129
2018/1/16,60.5792
2018/1/17,53.1006
2018/1/18,48.2606
2018/1/19,51.3589
2018/1/20,53.9105
2018/1/21,52.8622
2018/1/22,52.2244
2018/1/23,52.7268
2018/1/24,58.9274
2018/1/25,56.7418
2018/1/26,46.6931
2018/1/27,50.8981
2018/1/28,57.611
2018/1/29,56.1057
2018/1/30,48.3746
2018/1/31,51.3112
2018/2/1,56.6944
2018/2/2,51.3166
2018/2/3,52.0132
2018/2/4,54.2179
2018/2/5,50.6995
2018/2/6,55.0658
2018/2/7,55.2702
2018/2/8,54.8305
2018/2/9,47.5913
2018/2/10,50.1706
2018/2/11,51.1583
2018/2/12,49.9058
2018/2/13,52.5463
2018/2/14,46.6286
2018/2/15,45.8592
2018/2/16,47.2006
2018/2/17,52.444
2018/2/18,52.2452
2018/2/19,54.0511
2018/2/20,56.4308
2018/2/21,52.8285
2018/2/22,49.1394
2018/2/23,50.3489
2018/2/24,39.8627
2018/2/25,46.3832
2018/2/26,53.0847
2018/2/27,51.7246
2018/2/28,51.8581
2018/3/1,49.2227
2018/3/2,54.5022
2018/3/3,52.2694
2018/3/4,50.9141
2018/3/5,55.6156
2018/3/6,52.8228
2018/3/7,54.3276
2018/3/8,52.6825
2018/3/9,54.1521
2018/3/10,54.7901
2018/3/11,54.19
2018/3/12,49.6227
2018/3/13,56.1258
2018/3/14,52.2428
2018/3/15,54.6128
2018/3/16,56.8132
2018/3/17,53.6004
2018/3/18,56.2624
2018/3/19,54.8624
2018/3/20,47.9949
2018/3/21,55.3787
2018/3/22,49.6616
2018/3/23,37.7873
2018/3/24,47.1209
2018/3/25,52.2247
2018/3/26,53.9173
2018/3/27,47.4625
2018/3/28,51.8933
2018/3/29,47.1603
2018/3/30,52.6717
2018/3/31,50.4977
2018/4/1,54.9655
2018/4/2,50.6526
2018/4/3,47.61
2018/4/4,49.378
2018/4/5,46.8033
2018/4/6,47.8466
2018/4/7,50.6433
2018/4/8,51.9158
2018/4/9,49.4749
2018/4/10,47.9246
2018/4/11,54.8525
2018/4/12,47.0125
2018/4/13,51.2842
2018/4/14,55.4081
2018/4/15,49.5712
2018/4/16,61.842
2018/4/17,59.2976
2018/4/18,62.2737
2018/4/19,49.3776
2018/4/20,60.2575
2018/4/21,55.7396
2018/4/22,55.5512
2018/4/23,56.9321
2018/4/24,60.8215
2018/4/25,10.7576
2018/4/26,52.3008
2018/4/27,50.0522
2018/4/28,52.0449
2018/4/29,48.3858
2018/4/30,54.7952
2018/5/1,56.7527
2018/5/2,49.9366
2018/5/3,49.4473
2018/5/4,53.2014
2018/5/5,51.1291
2018/5/6,56.128
2018/5/7,55.0042
2018/5/8,56.2217
2018/5/9,52.2335
2018/5/10,51.552
2018/5/11,53.4785
2018/5/12,56.9126
2018/5/13,59.8693
2018/5/14,54.5563
2018/5/15,55.07
2018/5/16,52.2188
2018/5/17,48.7686
2018/5/18,52.2052
2018/5/19,55.5527
2018/5/20,58.6898
2018/5/21,53.5643
2018/5/22,47.7466
2018/5/23,58.5058
2018/5/24,52.2537
2018/5/25,51.8921
2018/5/26,48.6792
2018/5/27,54.8752
2018/5/28,51.9854
2018/5/29,53.4842
2018/5/30,46.026
2018/5/31,45.832
2018/6/1,59.3706
2018/6/2,59.5479
2018/6/3,57.488
2018/6/4,58.8558
2018/6/5,50.3158
2018/6/6,49.6341
2018/6/7,50.6791
2018/6/8,52.3757
2018/6/9,54.8924
2018/6/10,82.8915
2018/6/11,44.9079
2018/6/12,80.9749
2018/6/13,68.9679
2018/6/14,74.3961
