ymd,data
2018/1/1,85.8862
2018/1/2,85.4851
2018/1/3,82.4487
2018/1/4,87.7852
2018/1/5,78.2094
2018/1/6,83.8266
2018/1/7,85.7035
2018/1/8,61.0819
2018/1/9,79.3366
2018/1/10,85.1939
2018/1/11,84.1348
2018/1/12,86.4433
2018/1/13,84.2055
2018/1/14,81.9488
2018/1/15,84.9407
2018/1/16,86.4595
2018/1/17,86.4722
2018/1/18,88.1329
2018/1/19,85.9846
2018/1/20,83.5292
2018/1/21,84.5961
2018/1/22,84.5283
2018/1/23,86.5626
2018/1/24,67.9176
2018/1/25,69.7364
2018/1/26,72.5459
2018/1/27,70.7593
2018/1/28,73.0545
2018/1/29,79.9293
2018/1/30,78.7482
2018/1/31,78.9918
2018/2/1,76.4231
2018/2/2,78.0893
2018/2/3,67.7134
2018/2/4,81.6156
2018/2/5,67.7654
2018/2/6,78.3585
2018/2/7,78.4636
2018/2/8,70.7555
2018/2/9,74.2186
2018/2/10,74.5795
2018/2/11,78.0195
2018/2/12,78.6366
2018/2/13,80.766
2018/2/14,78.6396
2018/2/15,75.9864
2018/2/16,64.4346
2018/2/17,72.6747
2018/2/18,62.2749
2018/2/19,62.7957
2018/2/20,75.189
2018/2/21,76.5522
2018/2/22,72.3375
2018/2/23,73.5285
2018/2/24,71.7732
2018/2/25,70.2468
2018/2/26,80.3856
2018/2/27,68.6078
2018/2/28,64.534
2018/3/1,75.9491
2018/3/2,75.7631
2018/3/3,68.0323
2018/3/4,82.2949
2018/3/5,79.3084
2018/3/6,78.2959
2018/3/7,82.4473
2018/3/8,82.5435
2018/3/9,81.4197
2018/3/10,77.8144
2018/3/11,83.7242
2018/3/12,77.0753
2018/3/13,80.4297
2018/3/14,84.4995
2018/3/15,81.7331
2018/3/16,74.266
2018/3/17,76.9641
2018/3/18,73.7945
2018/3/19,75.2281
2018/3/20,82.6542
2018/3/21,82.0518
2018/3/22,85.6558
2018/3/23,85.7001
2018/3/24,83.4096
2018/3/25,84.1811
2018/3/26,81.2298
2018/3/27,84.2589
2018/3/28,83.7304
2018/3/29,89.2907
2018/3/30,71.6326
2018/3/31,64.0279
2018/4/1,30.8657
2018/4/2,38.0406
2018/4/3,39.6866
2018/4/4,42.3698
2018/4/5,42.1713
2018/4/6,37.2077
2018/4/7,34.9106
2018/4/8,85.6842
2018/4/9,84.4671
2018/4/10,89.1364
2018/4/11,36.9899
2018/4/12,40.061
2018/4/13,34.6607
2018/4/14,33.0634
2018/4/15,36.9304
2018/4/16,33.9357
2018/4/17,29.2266
2018/4/18,32.8078
2018/4/19,34.1495
2018/4/20,30.3792
2018/4/21,31.7939
2018/4/22,37.4218
2018/4/23,40.0604
2018/4/24,34.4216
2018/4/25,89.5879
2018/4/26,86.9693
2018/4/27,86.7607
2018/4/28,88.3625
2018/4/29,89.6451
2018/4/30,37.679
2018/5/1,37.7126
2018/5/2,35.9944
2018/5/3,37.9966
2018/5/4,32.0114
2018/5/5,38.8029
2018/5/6,36.7938
2018/5/7,37.1443
2018/5/8,34.7906
2018/5/9,89.4934
2018/5/10,77.0162
2018/5/11,89.4038
2018/5/12,35.3953
2018/5/13,89.3857
2018/5/14,89.6295
2018/5/15,37.7288
2018/5/16,38.1513
2018/5/17,89.4623
2018/5/18,88.5207
2018/5/19,89.1014
2018/5/20,89.7029
2018/5/21,33.9497
2018/5/22,41.4072
2018/5/23,33.4165
2018/5/24,38.2106
2018/5/25,33.3776
2018/5/26,40.573
2018/5/27,33.828
2018/5/28,34.1867
2018/5/29,34.3332
2018/5/30,35.8105
2018/5/31,36.627
2018/6/1,30.8188
2018/6/2,26.2765
2018/6/3,30.9461
2018/6/4,32.0839
2018/6/5,39.6303
2018/6/6,40.0259
2018/6/7,35.038
2018/6/8,32.4582
2018/6/9,32.6303
2018/6/10,35.608
2018/6/11,39.0097
2018/6/12,38.0289
2018/6/13,39.8174
2018/6/14,86.8971
2018/6/15,84.7975
2018/6/16,87.4106
2018/6/17,88.2833
2018/6/18,67.7444
2018/6/19,89.1156
2018/6/20,87.587
2018/6/21,43.2517
2018/6/22,44.9601
2018/6/23,37.9597
2018/6/24,33.677
2018/6/25,33.0224
2018/6/26,36.0775
2018/6/27,84.6506
2018/6/28,87.9317
2018/6/29,58.9456
2018/6/30,46.8628
2018/7/1,41.75
2018/7/2,42.5226
2018/7/3,43.3334
2018/7/4,38.9001
2018/7/5,40.5582
2018/7/6,37.9926
2018/7/7,33.7531
2018/7/8,40.6596
2018/7/9,43.3148
2018/7/10,41.1029
2018/7/11,39.7413
2018/7/12,44.073
2018/7/13,48.6183
2018/7/14,43.6433
2018/7/15,47.8522
2018/7/16,44.0328
2018/7/17,39.0121
2018/7/18,34.974
2018/7/19,48.5264
2018/7/20,52.8419
2018/7/21,45.5844
2018/7/22,39.6462
2018/7/23,61.7041
2018/7/24,49.3335
2018/7/25,42.4361
2018/7/26,49.4125
2018/7/27,45.5534
2018/7/28,41.0766
2018/7/29,41.0982
2018/7/30,38.4634
2018/7/31,39.9896
2018/8/1,36.332
2018/8/2,40.4646
2018/8/3,44.0961
2018/8/4,43.1669
2018/8/5,40.3012
2018/8/6,40.9005
2018/8/7,34.5157
2018/8/8,38.123
2018/8/9,0
2018/8/10,50.3313
2018/8/11,53.5889
2018/8/12,0
2018/8/13,0
2018/8/14,0
2018/8/15,59.4013
2018/8/16,61.6946
2018/8/17,64.4226
2018/8/18,69.9262
2018/8/19,74.7285
2018/8/20,54.7209
2018/8/21,0
2018/8/22,0
2018/8/23,38.6388
2018/8/24,61.5054
2018/8/25,36.3422
2018/8/26,20.3611
2018/8/27,24.9827
2018/8/28,38.3292
2018/8/29,39.3941
2018/8/30,40.796
2018/8/31,42.0417
2018/9/1,40.3872
2018/9/2,40.6656
2018/9/3,35.5585
2018/9/4,29.1723
2018/9/5,30.1828
2018/9/6,41.4067
2018/9/7,42.0219
2018/9/8,43.5255
2018/9/9,42.1697
2018/9/10,42.1871
2018/9/11,35.8268
2018/9/12,36.0347
2018/9/13,37.084
2018/9/14,38.8428
2018/9/15,39.7822
2018/9/16,43.5505
2018/9/17,40.1036
2018/9/18,38.5764
2018/9/19,38.9566
2018/9/20,43.4655
2018/9/21,36.4278
2018/9/22,32.1849
2018/9/23,34.5681
2018/9/24,38.5607
2018/9/25,30.4691
2018/9/26,37.217
2018/9/27,39.5207
2018/9/28,87.3624
2018/9/29,85.7957
2018/9/30,86.8302
2018/10/1,41.3246
2018/10/2,37.5916
2018/10/3,38.8673
2018/10/4,45.9041
2018/10/5,50.305
2018/10/6,38.0854
2018/10/7,28.6313
2018/10/8,22.3593
2018/10/9,29.1015
2018/10/10,33.9792
2018/10/11,35.4662
2018/10/12,40.6223
