ymd,data
2018/1/1,94.541
2018/1/2,94.8277
2018/1/3,99.0873
2018/1/4,92.3181
2018/1/5,103.5081
2018/1/6,96.8635
2018/1/7,94.4779
2018/1/8,131.6071
2018/1/9,101.8043
2018/1/10,95.2351
2018/1/11,96.2364
2018/1/12,93.7227
2018/1/13,96.2697
2018/1/14,100.0619
2018/1/15,95.7089
2018/1/16,93.7344
2018/1/17,93.7475
2018/1/18,91.9124
2018/1/19,94.2911
2018/1/20,97.2072
2018/1/21,95.7286
2018/1/22,96.0353
2018/1/23,93.6919
2018/1/24,125.6239
2018/1/25,117.9302
2018/1/26,115.7177
2018/1/27,116.8948
2018/1/28,109.7089
2018/1/29,101.6301
2018/1/30,104.1294
2018/1/31,103.7445
2018/2/1,106.9911
2018/2/2,104.0741
2018/2/3,123.7376
2018/2/4,99.4955
2018/2/5,123.2122
2018/2/6,103.9364
2018/2/7,103.506
2018/2/8,113.9432
2018/2/9,110.3259
2018/2/10,109.9391
2018/2/11,104.6434
2018/2/12,104.0931
2018/2/13,101.4856
2018/2/14,104.1852
2018/2/15,107.3547
2018/2/16,134.9902
2018/2/17,112.8434
2018/2/18,129.436
2018/2/19,143.3344
2018/2/20,112.1134
2018/2/21,105.592
2018/2/22,111.9511
2018/2/23,109.4391
2018/2/24,116.618
2018/2/25,116.9912
2018/2/26,100.6887
2018/2/27,120.237
2018/2/28,127.6178
2018/3/1,106.215
2018/3/2,108.4036
2018/3/3,119.4802
2018/3/4,99.0835
2018/3/5,102.8696
2018/3/6,104.5594
2018/3/7,98.0164
2018/3/8,98.4825
2018/3/9,99.5497
2018/3/10,105.7869
2018/3/11,97.5672
2018/3/12,107.9894
2018/3/13,100.8846
2018/3/14,96.1463
2018/3/15,100.1567
2018/3/16,110.8101
2018/3/17,106.698
2018/3/18,112.1916
2018/3/19,109.7383
2018/3/20,98.2613
2018/3/21,99.1223
2018/3/22,94.8442
2018/3/23,94.6339
2018/3/24,97.7609
2018/3/25,96.3707
2018/3/26,100.3813
2018/3/27,96.589
2018/3/28,97.1532
2018/3/29,90.7132
2018/3/30,120.1481
2018/3/31,139.9259
2018/4/1,205.4213
2018/4/2,215.254
2018/4/3,213.5946
2018/4/4,214.1092
2018/4/5,217.6836
2018/4/6,209.0163
2018/4/7,210.3
2018/4/8,94.6528
2018/4/9,96.0206
2018/4/10,90.879
2018/4/11,206.1438
2018/4/12,208.0052
2018/4/13,209.067
2018/4/14,207.4853
2018/4/15,210.6661
2018/4/16,209.7865
2018/4/17,204.0615
2018/4/18,207.822
2018/4/19,208.541
2018/4/20,206.4051
2018/4/21,207.219
2018/4/22,208.6959
2018/4/23,211.7275
2018/4/24,207.6614
2018/4/25,90.4147
2018/4/26,93.0738
2018/4/27,93.4615
2018/4/28,91.7071
2018/4/29,90.3581
2018/4/30,213.1438
2018/5/1,212.1956
2018/5/2,212.6413
2018/5/3,216.5249
2018/5/4,207.1554
2018/5/5,216.2098
2018/5/6,202.7977
2018/5/7,207.4076
2018/5/8,209.4492
2018/5/9,90.5102
2018/5/10,105.1603
2018/5/11,90.6031
2018/5/12,198.3071
2018/5/13,90.6265
2018/5/14,90.3733
2018/5/15,207.6744
2018/5/16,215.769
2018/5/17,90.544
2018/5/18,91.5308
2018/5/19,90.916
2018/5/20,90.2973
2018/5/21,207.0532
2018/5/22,207.1756
2018/5/23,206.0597
2018/5/24,208.5244
2018/5/25,207.0322
2018/5/26,211.4923
2018/5/27,207.9489
2018/5/28,206.1926
2018/5/29,208.2013
2018/5/30,208.715
2018/5/31,206.8457
2018/6/1,201.0836
2018/6/2,201.0915
2018/6/3,206.9011
2018/6/4,208.7842
2018/6/5,214.4634
2018/6/6,209.4218
2018/6/7,209.8101
2018/6/8,205.6957
2018/6/9,205.7726
2018/6/10,210.8147
2018/6/11,204.3828
2018/6/12,212.9418
2018/6/13,211.1584
2018/6/14,93.2952
2018/6/15,95.5081
2018/6/16,92.7043
2018/6/17,91.7691
2018/6/18,225
2018/6/19,90.8996
2018/6/20,92.5447
2018/6/21,209.0927
2018/6/22,223.0991
2018/6/23,204.1302
2018/6/24,203.4568
2018/6/25,205.8764
2018/6/26,204.1058
2018/6/27,95.8302
2018/6/28,92.1834
2018/6/29,211.8309
2018/6/30,217.7637
2018/7/1,212.2859
2018/7/2,215.7384
2018/7/3,218.9067
2018/7/4,202.117
2018/7/5,209.724
2018/7/6,206.4879
2018/7/7,207.2416
2018/7/8,209.4203
2018/7/9,203.516
2018/7/10,175.5313
2018/7/11,213.8713
2018/7/12,191.9541
2018/7/13,204.4458
2018/7/14,216.1312
2018/7/15,210.49
2018/7/16,217.5772
2018/7/17,200.9157
2018/7/18,192.0429
2018/7/19,194.0541
2018/7/20,210.0233
2018/7/21,193.1152
2018/7/22,193.8589
2018/7/23,145.7679
2018/7/24,188.823
2018/7/25,214.3894
2018/7/26,191.4582
2018/7/27,216.2
2018/7/28,213.6878
2018/7/29,215.3598
2018/7/30,212.832
2018/7/31,208.7046
2018/8/1,201.4848
2018/8/2,208.7947
2018/8/3,195.4581
2018/8/4,206.7813
2018/8/5,214.7504
2018/8/6,213.5918
2018/8/7,212.0152
2018/8/8,213.3096
2018/8/9,0
2018/8/10,199.4906
2018/8/11,194.5364
2018/8/12,0
2018/8/13,0
2018/8/14,0
2018/8/15,158.1399
2018/8/16,152.3441
2018/8/17,132.0601
2018/8/18,120.1366
2018/8/19,109.4583
2018/8/20,154.6931
2018/8/21,0
2018/8/22,0
2018/8/23,216.5367
2018/8/24,225
2018/8/25,212.4488
2018/8/26,199.8713
2018/8/27,197.0806
2018/8/28,209.8346
2018/8/29,214.3257
2018/8/30,212.851
2018/8/31,212.4334
2018/9/1,211.9514
2018/9/2,211.5691
2018/9/3,208.4705
2018/9/4,196.7566
2018/9/5,199.4325
2018/9/6,210.076
2018/9/7,209.1506
2018/9/8,217.0858
2018/9/9,216.8821
2018/9/10,214.1307
2018/9/11,211.0373
2018/9/12,208.3897
2018/9/13,215.9839
2018/9/14,207.839
2018/9/15,216.0199
2018/9/16,214.4482
2018/9/17,215.0577
2018/9/18,208.926
2018/9/19,214.5373
2018/9/20,211.8513
2018/9/21,211.6633
2018/9/22,204.3949
2018/9/23,207.1885
2018/9/24,213.4852
2018/9/25,203.968
2018/9/26,209.3146
2018/9/27,200.1957
2018/9/28,92.7641
2018/9/29,94.5495
2018/9/30,93.3977
2018/10/1,208.1236
2018/10/2,206.8944
2018/10/3,206.2072
2018/10/4,200.6885
2018/10/5,191.822
2018/10/6,191.9538
2018/10/7,208.3926
2018/10/8,194.6589
2018/10/9,206.1825
2018/10/10,209.466
2018/10/11,205.4836
2018/10/12,210.9231
2018/10/13,212.1531
2018/10/14,207.0574
2018/10/15,190.3731
2018/10/16,205.5745
2018/10/17,206.7881
2018/10/18,209.522
2018/10/19,209.587
2018/10/20,202.5423
2018/10/21,210.987
2018/10/22,212.0638
2018/10/23,202.6148
2018/10/24,213.1366
2018/10/25,212.4451
2018/10/26,204.7501
2018/10/27,211.4165
2018/10/28,208.9064
2018/10/29,205.1397
2018/10/30,208.1409
2018/10/31,207.8391
2018/11/1,207.4245
2018/11/2,213.2544
2018/11/3,207.8104
2018/11/4,209.9794
2018/11/5,199.9634
2018/11/6,209.369
2018/11/7,197.6765
2018/11/8,206.8549
2018/11/9,210.0921
2018/11/10,202.0539
2018/11/11,218.3454
2018/11/12,218.2597
2018/11/13,207.0329
2018/11/14,205.6447
2018/11/15,213.4292
2018/11/16,212.6298
2018/11/17,220.4508
2018/11/18,213.0333
2018/11/19,200.7947
2018/11/20,197.8468
2018/11/21,210.4883
2018/11/22,212.1346
2018/11/23,204.9793
